rank,Player,Age,team,position,GP,goals,assists,points,plus_minus,penality_mins,even_strength_goals,power_play_goals,short_handed_goals,game_winning_goals,even_strength_assists,power_play_assists,short_handed_assists,shots_on_goal,shooting_percentage,total_ice_time,avg_total_ice_time,blocks,hits,faceoff_wins,faceoff_losses,faceoff_pct,date_retrieved
1,Sebastian Aho,27,CAR,F,5,3,5,8,1,2,0,3,0,1,3,2,0,14,21.4,112,22:19,3,17,50,36,58.1,2025-05-02
2,Alexander Alexeyev,25,WSH,D,5,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,55,11:02,5,4,0,0,,2025-05-02
3,Michael Amadio,28,OTT,C,6,0,1,1,-2,2,0,0,0,0,1,0,0,5,0.0,99,16:32,0,22,2,0,100.0,2025-05-02
4,Josh Anderson,30,MTL,RW,5,0,1,1,-2,20,0,0,0,0,1,0,0,11,0.0,69,13:53,1,26,1,3,25.0,2025-05-02
5,Michael Anderson,25,LAK,D,6,0,1,1,-4,2,0,0,0,0,1,0,0,4,0.0,153,25:25,7,22,0,0,,2025-05-02
6,Jaret Anderson-Dolan,25,WPG,C,5,1,1,2,-1,2,1,0,0,0,1,0,0,3,33.3,42,8:20,2,19,2,0,100.0,2025-05-02
7,Mason Appleton,29,WPG,C,5,0,5,5,4,10,0,0,0,0,4,1,0,6,0.0,78,15:33,3,12,1,2,33.3,2025-05-02
8,Joel Armia,31,MTL,RW,5,0,2,2,2,2,0,0,0,0,2,0,0,4,0.0,62,12:24,0,8,0,0,,2025-05-02
9,Viktor Arvidsson,31,EDM,LW,6,1,1,2,1,4,1,0,0,0,1,0,0,12,8.3,69,11:28,0,3,3,3,50.0,2025-05-02
10,Oskar Back,24,DAL,C,5,0,1,1,-2,0,0,0,0,0,1,0,0,1,0.0,59,11:53,1,3,2,0,100.0,2025-05-02
11,Uvis Balinskis,28,FLA,D,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0.0,37,12:21,4,4,0,0,,2025-05-02
12,Ivan Barbashev,29,VEG,C,6,1,1,2,-4,2,1,0,0,1,0,1,0,7,14.3,97,16:12,1,21,4,3,57.1,2025-05-02
13,Aleksander Barkov,29,FLA,C,5,1,4,5,2,0,1,0,0,0,2,2,0,10,10.0,93,18:33,5,9,51,35,59.3,2025-05-02
14,Morgan Barron,26,WPG,C,5,0,2,2,0,0,0,0,0,0,2,0,0,6,0.0,62,12:25,1,12,16,16,50.0,2025-05-02
15,Nathan Bastian,27,NJD,RW,5,0,0,0,1,0,0,0,0,0,0,0,0,6,0.0,58,11:36,3,15,0,0,,2025-05-02
16,Drake Batherson,26,OTT,C,6,1,1,2,-4,10,1,0,0,0,0,1,0,9,11.1,105,17:29,3,27,2,2,50.0,2025-05-02
17,Anthony Beauvillier,27,WSH,LW,5,1,4,5,4,0,1,0,0,0,4,0,0,14,7.1,69,13:48,3,16,0,0,,2025-05-02
18,Jamie Benn,35,DAL,LW,6,1,1,2,-3,0,0,1,0,0,0,1,0,12,8.3,90,15:03,7,22,23,35,39.7,2025-05-02
19,Sam Bennett,28,FLA,C,5,3,2,5,1,4,3,0,0,1,2,0,0,17,17.6,79,15:48,6,21,16,23,41.0,2025-05-02
20,Simon Benoit,26,TOR,D,6,1,1,2,0,8,1,0,0,1,1,0,0,6,16.7,111,18:30,14,19,0,0,,2025-05-02
21,Lian Bichsel,20,DAL,D,6,0,0,0,-1,14,0,0,0,0,0,0,0,4,0.0,72,11:57,3,20,0,0,,2025-05-02
22,Colin Blackwell,31,DAL,C,5,1,0,1,-2,2,1,0,0,1,0,0,0,9,11.1,60,11:56,1,16,8,12,40.0,2025-05-02
23,Jackson Blake,21,CAR,RW,5,1,3,4,2,6,1,0,0,0,3,0,0,12,8.3,100,20:05,0,5,3,1,75.0,2025-05-02
24,Zach Bogosian,34,MIN,D,6,0,1,1,1,0,0,0,0,0,0,0,1,2,0.0,78,13:00,4,6,0,0,,2025-05-02
25,Zachary Bolduc,21,STL,C,5,0,1,1,-2,16,0,0,0,0,1,0,0,5,0.0,63,12:34,1,11,0,1,0.0,2025-05-02
26,Matt Boldy,23,MIN,LW,6,5,2,7,0,2,5,0,0,1,1,1,0,20,25.0,150,25:01,5,12,1,4,20.0,2025-05-02
27,Jesper Boqvist,26,FLA,C,5,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,40,8:04,3,10,0,2,0.0,2025-05-02
28,Evan Bouchard,25,EDM,D,6,4,3,7,-3,0,2,2,0,1,3,0,0,22,18.2,154,25:43,6,3,0,0,,2025-05-02
29,Mavrik Bourque,23,DAL,C,2,0,0,0,-2,0,0,0,0,0,0,0,0,5,0.0,24,11:54,3,3,3,7,30.0,2025-05-02
30,Jesper Bratt,26,NJD,W,5,1,2,3,-5,0,1,0,0,0,2,0,0,20,5.0,117,23:23,5,6,0,0,,2025-05-02
31,Justin Brazeau,26,MIN,F,6,0,2,2,1,0,0,0,0,0,2,0,0,2,0.0,48,7:57,2,22,0,0,,2025-05-02
32,Philip Broberg,23,STL,D,5,0,0,0,5,2,0,0,0,0,0,0,0,5,0.0,100,20:04,5,1,0,0,,2025-05-02
33,Jonas Brodin,31,MIN,D,6,0,1,1,-1,0,0,0,0,0,1,0,0,4,0.0,149,24:48,11,6,0,0,,2025-05-02
34,Connor Brown,31,EDM,RW,6,3,2,5,2,0,3,0,0,0,2,0,0,10,30.0,87,14:29,2,5,3,4,42.9,2025-05-02
35,Josh Brown,31,EDM,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,5,4:54,3,0,0,0,,2025-05-02
36,Pavel Buchnevich,29,STL,LW,5,3,4,7,1,12,2,1,0,0,2,2,0,7,42.9,95,19:05,3,11,1,1,50.0,2025-05-02
37,Zeev Buium,19,MIN,D,4,0,1,1,-1,4,0,0,0,0,0,1,0,2,0.0,54,13:36,1,3,0,0,,2025-05-02
38,Brent Burns,39,CAR,D,5,1,1,2,-1,2,1,0,0,0,1,0,0,8,12.5,118,23:31,6,4,0,0,,2025-05-02
39,Quinton Byfield,22,LAK,C,6,3,1,4,-7,2,3,0,0,0,1,0,0,18,16.7,135,22:27,2,14,36,47,43.4,2025-05-02
40,Brandon Carlo,28,TOR,D,6,0,0,0,0,4,0,0,0,0,0,0,0,6,0.0,118,19:44,12,1,0,0,,2025-05-02
41,John Carlson,35,WSH,D,5,0,1,1,6,2,0,0,0,0,0,1,0,6,0.0,121,24:07,7,0,0,0,,2025-05-02
42,Alexandre Carrier,28,MTL,D,5,1,1,2,0,0,1,0,0,0,1,0,0,8,12.5,104,20:44,15,7,0,0,,2025-05-02
43,William Carrier,30,CAR,LW,5,0,0,0,1,2,0,0,0,0,0,0,0,8,0.0,62,12:19,3,17,0,0,,2025-05-02
44,Seamus Casey,21,NJD,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,9:13,2,1,0,0,,2025-05-02
45,Cole Caufield,24,MTL,RW,5,3,1,4,-6,0,1,2,0,0,1,0,0,24,12.5,98,19:35,0,5,1,1,50.0,2025-05-02
46,Cody Ceci,31,DAL,D,6,0,3,3,-1,0,0,0,0,0,3,0,0,5,0.0,138,22:59,12,11,0,0,,2025-05-02
47,Erik Černák,27,TBL,D,5,1,0,1,1,4,1,0,0,0,0,0,0,14,7.1,90,17:56,7,15,0,0,,2025-05-02
48,Thomas Chabot,28,OTT,D,6,1,3,4,1,2,1,0,0,1,2,1,0,11,9.1,150,24:58,8,8,0,0,,2025-05-02
49,Mitchell Chaffee,27,TBL,F,4,1,0,1,0,0,1,0,0,0,0,0,0,1,100.0,45,11:20,1,8,0,0,,2025-05-02
50,Jalen Chatfield,28,CAR,D,5,1,0,1,3,4,1,0,0,0,0,0,0,3,33.3,112,22:27,6,6,0,0,,2025-05-02
51,Dennis Cholowski,26,NJD,D,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,18,8:59,2,0,0,0,,2025-05-02
52,Jakob Chychrun,26,WSH,D,5,2,1,3,7,4,2,0,0,1,1,0,0,9,22.2,117,23:27,15,5,0,0,,2025-05-02
53,Anthony Cirelli,27,TBL,C,5,1,0,1,-4,18,1,0,0,0,0,0,0,5,20.0,81,16:15,8,14,33,35,48.5,2025-05-02
54,Brandt Clarke,21,LAK,D,6,2,0,2,1,0,1,1,0,0,0,0,0,6,33.3,77,12:47,6,4,0,0,,2025-05-02
55,Ross Colton,28,COL,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,7,7:04,0,3,1,0,100.0,2025-05-02
56,Kyle Connor,28,WPG,LW,5,4,4,8,2,0,4,0,0,2,3,1,0,12,33.3,101,20:10,4,2,0,0,,2025-05-02
57,Paul Cotter,25,NJD,C,5,0,1,1,-1,2,0,0,0,0,1,0,0,5,0.0,72,14:25,3,22,0,1,0.0,2025-05-02
58,Nick Cousins,31,OTT,C,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,47,9:20,1,14,1,1,50.0,2025-05-02
59,Charlie Coyle,32,COL,C,6,1,0,1,-4,2,1,0,0,0,0,0,0,5,20.0,81,13:26,2,21,41,30,57.7,2025-05-02
60,Dylan Cozens,23,OTT,C,6,1,1,2,-2,12,0,0,1,0,1,0,0,13,7.7,100,16:36,1,27,26,32,44.8,2025-05-02
61,Evgenii Dadonov,35,DAL,RW,6,1,1,2,-1,2,1,0,0,0,1,0,0,9,11.1,78,13:03,4,10,0,0,,2025-05-02
62,Phillip Danault,31,LAK,C,6,2,6,8,2,0,2,0,0,1,4,2,0,9,22.2,124,20:39,12,13,64,57,52.9,2025-05-02
63,Dylan DeMelo,31,WPG,D,4,1,1,2,0,2,1,0,0,0,1,0,0,5,20.0,84,21:06,6,8,0,0,,2025-05-02
64,Ivan Demidov,19,MTL,RW,5,0,2,2,-5,0,0,0,0,0,0,2,0,2,0.0,72,14:29,2,8,0,0,,2025-05-02
65,Brenden Dillon,34,NJD,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,8:53,0,4,0,0,,2025-05-02
66,Max Domi,29,TOR,LW,6,1,1,2,0,4,1,0,0,1,1,0,0,8,12.5,83,13:50,0,11,25,17,59.5,2025-05-02
67,Pavel Dorofeyev,24,VEG,LW,5,1,1,2,-5,0,0,1,0,0,0,1,0,18,5.6,88,17:40,2,3,0,0,,2025-05-02
68,Drew Doughty,35,LAK,D,6,1,3,4,-7,6,0,1,0,0,3,0,0,10,10.0,163,27:12,7,12,0,0,,2025-05-02
69,Nic Dowd,34,WSH,C,5,0,1,1,1,4,0,0,0,0,1,0,0,7,0.0,78,15:33,9,11,36,37,49.3,2025-05-02
70,Justin Dowling,34,NJD,C,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,56,11:15,1,12,22,26,45.8,2025-05-02
71,Leon Draisaitl,29,EDM,C,6,3,7,10,6,2,2,1,0,1,4,3,0,18,16.7,139,23:05,4,9,52,48,52.0,2025-05-02
72,Jonathan Drouin,29,COL,LW,6,0,3,3,-6,0,0,0,0,0,0,3,0,8,0.0,95,15:46,3,5,3,3,50.0,2025-05-02
73,Jack Drury,24,COL,C,6,1,1,2,2,2,1,0,0,0,1,0,0,8,12.5,79,13:05,4,7,34,20,63.0,2025-05-02
74,Pierre-Luc Dubois,26,WSH,LW,5,0,2,2,4,4,0,0,0,0,2,0,0,8,0.0,85,17:06,3,12,38,31,55.1,2025-05-02
75,Matt Duchene,34,DAL,C,6,0,1,1,-5,2,0,0,0,0,0,1,0,8,0.0,107,17:47,4,4,18,12,60.0,2025-05-02
76,Brandon Duhaime,27,WSH,RW,5,3,0,3,1,8,3,0,0,0,0,0,0,8,37.5,73,14:31,7,20,1,4,20.0,2025-05-02
