rank,Player,Age,team,position,GP,goals,assists,points,plus_minus,penality_mins,even_strength_goals,power_play_goals,short_handed_goals,game_winning_goals,even_strength_assists,power_play_assists,short_handed_assists,shots_on_goal,shooting_percentage,total_ice_time,avg_total_ice_time,blocks,hits,faceoff_wins,faceoff_losses,faceoff_pct,date_retrieved
1,Sebastian Aho,27,CAR,F,9,3,7,10,2,4,0,3,0,1,4,3,0,22,13.6,190,21:06,7,26,80,70,53.3,2025-05-14
2,Alexander Alexeyev,25,WSH,D,9,0,0,0,-2,4,0,0,0,0,0,0,0,6,0.0,93,10:22,12,10,0,0,,2025-05-14
3,Michael Amadio,28,OTT,C,6,0,1,1,-2,2,0,0,0,0,1,0,0,5,0.0,99,16:32,0,22,2,0,100.0,2025-05-14
4,Josh Anderson,30,MTL,RW,5,0,1,1,-2,20,0,0,0,0,1,0,0,11,0.0,69,13:53,1,26,1,3,25.0,2025-05-14
5,Michael Anderson,25,LAK,D,6,0,1,1,-4,2,0,0,0,0,1,0,0,4,0.0,153,25:25,7,22,0,0,,2025-05-14
6,Jaret Anderson-Dolan,25,WPG,C,5,1,1,2,-1,2,1,0,0,0,1,0,0,3,33.3,42,8:20,2,19,2,0,100.0,2025-05-14
7,Mason Appleton,29,WPG,C,11,0,7,7,5,12,0,0,0,0,5,2,0,12,0.0,164,14:52,6,25,1,2,33.3,2025-05-14
8,Joel Armia,31,MTL,RW,5,0,2,2,2,2,0,0,0,0,2,0,0,4,0.0,62,12:24,0,8,0,0,,2025-05-14
9,Viktor Arvidsson,31,EDM,LW,9,1,3,4,2,4,1,0,0,0,3,0,0,19,5.3,100,11:06,2,4,3,3,50.0,2025-05-14
10,Oskar Back,24,DAL,C,8,0,2,2,-2,0,0,0,0,0,2,0,0,1,0.0,91,11:23,5,5,2,1,66.7,2025-05-14
11,Uvis Balinskis,28,FLA,D,4,1,0,1,4,2,1,0,0,0,0,0,0,2,50.0,48,12:05,6,6,0,0,,2025-05-14
12,Ivan Barbashev,29,VEG,C,10,1,1,2,-8,4,1,0,0,1,0,1,0,13,7.7,172,17:13,5,37,6,4,60.0,2025-05-14
13,Aleksander Barkov,29,FLA,C,9,3,5,8,1,2,2,1,0,0,2,3,0,24,12.5,180,20:00,8,24,92,64,59.0,2025-05-14
14,Morgan Barron,26,WPG,C,11,0,2,2,-6,2,0,0,0,0,2,0,0,12,0.0,136,12:24,1,31,42,47,47.2,2025-05-14
15,Nathan Bastian,27,NJD,RW,5,0,0,0,1,0,0,0,0,0,0,0,0,6,0.0,58,11:36,3,15,0,0,,2025-05-14
16,Drake Batherson,26,OTT,C,6,1,1,2,-4,10,1,0,0,0,0,1,0,9,11.1,105,17:29,3,27,2,2,50.0,2025-05-14
17,Anthony Beauvillier,27,WSH,LW,9,1,4,5,0,0,1,0,0,0,4,0,0,20,5.0,117,13:01,4,25,0,0,,2025-05-14
18,Jamie Benn,35,DAL,LW,11,1,2,3,-6,12,0,1,0,0,1,1,0,19,5.3,154,14:00,8,42,31,40,43.7,2025-05-14
19,Sam Bennett,28,FLA,C,9,5,3,8,0,8,5,0,0,1,3,0,0,29,17.2,150,16:43,6,45,25,53,32.1,2025-05-14
20,Simon Benoit,26,TOR,D,10,1,1,2,-4,8,1,0,0,1,1,0,0,9,11.1,179,17:53,28,33,0,0,,2025-05-14
21,Lian Bichsel,20,DAL,D,11,0,0,0,2,18,0,0,0,0,0,0,0,6,0.0,127,11:32,4,47,0,0,,2025-05-14
22,Colin Blackwell,31,DAL,C,7,1,0,1,-3,2,1,0,0,1,0,0,0,9,11.1,78,11:10,3,19,13,15,46.4,2025-05-14
23,Jackson Blake,21,CAR,RW,9,2,3,5,2,10,1,1,0,0,3,0,0,19,10.5,174,19:17,0,12,3,4,42.9,2025-05-14
24,Zach Bogosian,34,MIN,D,6,0,1,1,1,0,0,0,0,0,0,0,1,2,0.0,78,13:00,4,6,0,0,,2025-05-14
25,Zachary Bolduc,21,STL,C,7,0,1,1,-1,16,0,0,0,0,1,0,0,7,0.0,93,13:17,2,19,0,1,0.0,2025-05-14
26,Matt Boldy,23,MIN,LW,6,5,2,7,0,2,5,0,0,1,1,1,0,20,25.0,150,25:01,5,12,1,4,20.0,2025-05-14
27,Jesper Boqvist,26,FLA,C,7,0,0,0,-3,0,0,0,0,0,0,0,0,2,0.0,51,7:15,4,14,0,3,0.0,2025-05-14
28,Evan Bouchard,25,EDM,D,10,4,8,12,4,2,2,2,0,1,7,1,0,30,13.3,265,26:28,14,6,0,0,,2025-05-14
29,Mavrik Bourque,23,DAL,C,2,0,0,0,-2,0,0,0,0,0,0,0,0,5,0.0,24,11:54,3,3,3,7,30.0,2025-05-14
30,Jesper Bratt,26,NJD,W,5,1,2,3,-5,0,1,0,0,0,2,0,0,20,5.0,117,23:23,5,6,0,0,,2025-05-14
31,Justin Brazeau,26,MIN,F,6,0,2,2,1,0,0,0,0,0,2,0,0,2,0.0,48,7:57,2,22,0,0,,2025-05-14
32,Philip Broberg,23,STL,D,7,1,1,2,9,2,1,0,0,0,1,0,0,8,12.5,155,22:07,10,4,0,0,,2025-05-14
33,Jonas Brodin,31,MIN,D,6,0,1,1,-1,0,0,0,0,0,1,0,0,4,0.0,149,24:48,11,6,0,0,,2025-05-14
34,Connor Brown,31,EDM,RW,10,4,3,7,3,2,4,0,0,0,3,0,0,15,26.7,152,15:10,4,8,3,4,42.9,2025-05-14
35,Josh Brown,31,EDM,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,5,4:54,3,0,0,0,,2025-05-14
36,Pavel Buchnevich,29,STL,LW,7,3,5,8,1,14,2,1,0,0,3,2,0,14,21.4,144,20:35,4,14,1,1,50.0,2025-05-14
37,Zeev Buium,19,MIN,D,4,0,1,1,-1,4,0,0,0,0,0,1,0,2,0.0,54,13:36,1,3,0,0,,2025-05-14
38,Brent Burns,39,CAR,D,9,1,2,3,0,6,1,0,0,0,1,1,0,14,7.1,200,22:15,9,5,0,0,,2025-05-14
39,Quinton Byfield,22,LAK,C,6,3,1,4,-7,2,3,0,0,0,1,0,0,18,16.7,135,22:27,2,14,36,47,43.4,2025-05-14
40,Brandon Carlo,28,TOR,D,10,0,0,0,-1,6,0,0,0,0,0,0,0,10,0.0,192,19:11,20,5,0,0,,2025-05-14
41,John Carlson,35,WSH,D,9,1,2,3,4,2,0,1,0,1,1,1,0,11,9.1,218,24:17,16,9,0,0,,2025-05-14
42,Alexandre Carrier,28,MTL,D,5,1,1,2,0,0,1,0,0,0,1,0,0,8,12.5,104,20:44,15,7,0,0,,2025-05-14
43,William Carrier,30,CAR,LW,9,0,0,0,2,4,0,0,0,0,0,0,0,13,0.0,101,11:10,3,36,2,0,100.0,2025-05-14
44,Seamus Casey,21,NJD,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,9:13,2,1,0,0,,2025-05-14
45,Cole Caufield,24,MTL,RW,5,3,1,4,-6,0,1,2,0,0,1,0,0,24,12.5,98,19:35,0,5,1,1,50.0,2025-05-14
46,Cody Ceci,31,DAL,D,11,0,3,3,-1,2,0,0,0,0,3,0,0,13,0.0,250,22:41,19,17,0,0,,2025-05-14
47,Erik Černák,27,TBL,D,5,1,0,1,1,4,1,0,0,0,0,0,0,14,7.1,90,17:56,7,15,0,0,,2025-05-14
48,Thomas Chabot,28,OTT,D,6,1,3,4,1,2,1,0,0,1,2,1,0,11,9.1,150,24:58,8,8,0,0,,2025-05-14
49,Mitchell Chaffee,27,TBL,F,4,1,0,1,0,0,1,0,0,0,0,0,0,1,100.0,45,11:20,1,8,0,0,,2025-05-14
50,Jalen Chatfield,28,CAR,D,9,1,0,1,6,6,1,0,0,0,0,0,0,8,12.5,184,20:24,11,9,0,0,,2025-05-14
51,Dennis Cholowski,26,NJD,D,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,18,8:59,2,0,0,0,,2025-05-14
52,Jakob Chychrun,26,WSH,D,9,3,2,5,5,6,3,0,0,1,1,1,0,14,21.4,216,23:59,28,11,0,0,,2025-05-14
53,Anthony Cirelli,27,TBL,C,5,1,0,1,-4,18,1,0,0,0,0,0,0,5,20.0,81,16:15,8,14,33,35,48.5,2025-05-14
54,Brandt Clarke,21,LAK,D,6,2,0,2,1,0,1,1,0,0,0,0,0,6,33.3,77,12:47,6,4,0,0,,2025-05-14
55,Ross Colton,28,COL,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,7,7:04,0,3,1,0,100.0,2025-05-14
56,Kyle Connor,28,WPG,LW,11,5,9,14,2,0,5,0,0,2,6,3,0,38,13.2,246,22:23,4,9,0,0,,2025-05-14
57,Paul Cotter,25,NJD,C,5,0,1,1,-1,2,0,0,0,0,1,0,0,5,0.0,72,14:25,3,22,0,1,0.0,2025-05-14
58,Nick Cousins,31,OTT,C,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,47,9:20,1,14,1,1,50.0,2025-05-14
59,Charlie Coyle,32,COL,C,7,1,0,1,-4,2,1,0,0,0,0,0,0,7,14.3,90,12:50,3,23,46,34,57.5,2025-05-14
60,Dylan Cozens,23,OTT,C,6,1,1,2,-2,12,0,0,1,0,1,0,0,13,7.7,100,16:36,1,27,26,32,44.8,2025-05-14
61,Evgenii Dadonov,35,DAL,RW,11,1,3,4,0,2,1,0,0,0,3,0,0,14,7.1,130,11:50,5,15,0,0,,2025-05-14
62,Phillip Danault,31,LAK,C,6,2,6,8,2,0,2,0,0,1,4,2,0,9,22.2,124,20:39,12,13,64,57,52.9,2025-05-14
63,Dylan DeMelo,31,WPG,D,10,1,3,4,-1,10,1,0,0,0,3,0,0,12,8.3,218,21:46,12,20,0,0,,2025-05-14
64,Ivan Demidov,19,MTL,RW,5,0,2,2,-5,0,0,0,0,0,0,2,0,2,0.0,72,14:29,2,8,0,0,,2025-05-14
65,Brenden Dillon,34,NJD,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,8:53,0,4,0,0,,2025-05-14
66,Max Domi,29,TOR,LW,10,2,2,4,-1,15,2,0,0,1,1,1,0,15,13.3,129,12:53,1,14,47,37,56.0,2025-05-14
67,Pavel Dorofeyev,24,VEG,LW,7,1,1,2,-7,2,0,1,0,0,0,1,0,22,4.5,121,17:17,2,4,0,0,,2025-05-14
68,Drew Doughty,35,LAK,D,6,1,3,4,-7,6,0,1,0,0,3,0,0,10,10.0,163,27:12,7,12,0,0,,2025-05-14
69,Nic Dowd,34,WSH,C,9,0,1,1,-3,8,0,0,0,0,1,0,0,10,0.0,136,15:05,21,21,74,67,52.5,2025-05-14
70,Justin Dowling,34,NJD,C,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,56,11:15,1,12,22,26,45.8,2025-05-14
71,Leon Draisaitl,29,EDM,C,10,5,10,15,7,2,4,1,0,2,7,3,0,28,17.9,229,22:52,7,11,89,73,54.9,2025-05-14
72,Jonathan Drouin,29,COL,LW,7,0,3,3,-6,0,0,0,0,0,0,3,0,9,0.0,102,14:37,4,5,4,3,57.1,2025-05-14
73,Jack Drury,24,COL,C,7,1,1,2,2,4,1,0,0,0,1,0,0,9,11.1,90,12:54,4,8,38,23,62.3,2025-05-14
74,Pierre-Luc Dubois,26,WSH,LW,9,0,3,3,5,12,0,0,0,0,3,0,0,11,0.0,153,17:01,7,21,72,59,55.0,2025-05-14
