rank,Player,Age,team,position,GP,goals,assists,points,plus_minus,penality_mins,even_strength_goals,power_play_goals,short_handed_goals,game_winning_goals,even_strength_assists,power_play_assists,short_handed_assists,shots_on_goal,shooting_percentage,total_ice_time,avg_total_ice_time,blocks,hits,faceoff_wins,faceoff_losses,faceoff_pct,date_retrieved
1,Sebastian Aho,27,CAR,F,14,5,8,13,2,8,2,3,0,1,4,4,0,38,13.2,288,20:34,10,43,132,104,55.9,2025-05-27
2,Alexander Alexeyev,25,WSH,D,10,0,0,0,-2,4,0,0,0,0,0,0,0,6,0.0,104,10:25,12,12,0,0,,2025-05-27
3,Michael Amadio,28,OTT,C,6,0,1,1,-2,2,0,0,0,0,1,0,0,5,0.0,99,16:32,0,22,2,0,100.0,2025-05-27
4,Josh Anderson,30,MTL,RW,5,0,1,1,-2,20,0,0,0,0,1,0,0,11,0.0,69,13:53,1,26,1,3,25.0,2025-05-27
5,Michael Anderson,25,LAK,D,6,0,1,1,-4,2,0,0,0,0,1,0,0,4,0.0,153,25:25,7,22,0,0,,2025-05-27
6,Jaret Anderson-Dolan,25,WPG,C,5,1,1,2,-1,2,1,0,0,0,1,0,0,3,33.3,42,8:20,2,19,2,0,100.0,2025-05-27
7,Mason Appleton,29,WPG,C,13,0,7,7,5,14,0,0,0,0,5,2,0,16,0.0,193,14:51,7,28,1,2,33.3,2025-05-27
8,Joel Armia,31,MTL,RW,5,0,2,2,2,2,0,0,0,0,2,0,0,4,0.0,62,12:24,0,8,0,0,,2025-05-27
9,Viktor Arvidsson,31,EDM,LW,9,1,3,4,2,4,1,0,0,0,3,0,0,19,5.3,100,11:06,2,4,3,3,50.0,2025-05-27
10,Oskar Back,24,DAL,C,10,0,2,2,-2,2,0,0,0,0,2,0,0,1,0.0,113,11:21,5,8,5,2,71.4,2025-05-27
11,Uvis Balinskis,28,FLA,D,5,1,0,1,4,2,1,0,0,0,0,0,0,4,25.0,63,12:35,7,8,0,0,,2025-05-27
12,Ivan Barbashev,29,VEG,C,11,1,1,2,-9,6,1,0,0,1,0,1,0,14,7.1,193,17:30,6,43,7,4,63.6,2025-05-27
13,Aleksander Barkov,29,FLA,C,16,6,9,15,6,2,4,2,0,0,5,4,0,33,18.2,308,19:16,16,38,158,117,57.5,2025-05-27
14,Morgan Barron,26,WPG,C,13,0,2,2,-6,2,0,0,0,0,2,0,0,13,0.0,156,12:02,1,37,47,54,46.5,2025-05-27
15,Nathan Bastian,27,NJD,RW,5,0,0,0,1,0,0,0,0,0,0,0,0,6,0.0,58,11:36,3,15,0,0,,2025-05-27
16,Drake Batherson,26,OTT,C,6,1,1,2,-4,10,1,0,0,0,0,1,0,9,11.1,105,17:29,3,27,2,2,50.0,2025-05-27
17,Anthony Beauvillier,27,WSH,LW,10,2,4,6,1,2,2,0,0,0,4,0,0,21,9.5,130,13:03,4,31,0,0,,2025-05-27
18,Jamie Benn,35,DAL,LW,16,1,2,3,-8,24,0,1,0,0,1,1,0,24,4.2,215,13:28,12,57,38,48,44.2,2025-05-27
19,Sam Bennett,28,FLA,C,16,9,5,14,0,24,6,3,0,1,5,0,0,46,19.6,269,16:50,8,82,51,103,33.1,2025-05-27
20,Simon Benoit,26,TOR,D,13,1,1,2,-3,10,1,0,0,1,1,0,0,11,9.1,239,18:23,39,42,0,0,,2025-05-27
21,Lian Bichsel,20,DAL,D,16,0,1,1,1,28,0,0,0,0,1,0,0,12,0.0,190,11:52,7,66,0,0,,2025-05-27
22,Colin Blackwell,31,DAL,C,9,1,0,1,-3,6,1,0,0,1,0,0,0,14,7.1,100,11:10,5,23,19,20,48.7,2025-05-27
23,Jackson Blake,21,CAR,RW,14,3,3,6,0,16,1,2,0,0,3,0,0,25,12.0,240,17:10,0,16,3,6,33.3,2025-05-27
24,Zach Bogosian,34,MIN,D,6,0,1,1,1,0,0,0,0,0,0,0,1,2,0.0,78,13:00,4,6,0,0,,2025-05-27
25,Zachary Bolduc,21,STL,C,7,0,1,1,-1,16,0,0,0,0,1,0,0,7,0.0,93,13:17,2,19,0,1,0.0,2025-05-27
26,Matt Boldy,23,MIN,LW,6,5,2,7,0,2,5,0,0,1,1,1,0,20,25.0,150,25:01,5,12,1,4,20.0,2025-05-27
27,Jesper Boqvist,26,FLA,C,11,2,3,5,0,0,2,0,0,0,3,0,0,6,33.3,108,9:47,4,37,1,3,25.0,2025-05-27
28,Evan Bouchard,25,EDM,D,14,6,11,17,7,4,4,2,0,1,9,2,0,34,17.6,357,25:29,19,7,0,0,,2025-05-27
