rank,Player,Age,team,position,GP,goals,assists,points,plus_minus,penality_mins,even_strength_goals,power_play_goals,short_handed_goals,game_winning_goals,even_strength_assists,power_play_assists,short_handed_assists,shots_on_goal,shooting_percentage,total_ice_time,avg_total_ice_time,blocks,hits,faceoff_wins,faceoff_losses,faceoff_pct,date_retrieved
1,Sebastian Aho,27,CAR,F,5,3,5,8,1,2,0,3,0,1,3,2,0,14,21.4,112,22:19,3,17,50,36,58.1,2025-05-01
2,Alexander Alexeyev,25,WSH,D,5,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,55,11:02,5,4,0,0,,2025-05-01
3,Michael Amadio,28,OTT,C,5,0,1,1,-2,2,0,0,0,0,1,0,0,3,0.0,84,16:44,0,16,2,0,100.0,2025-05-01
4,Josh Anderson,30,MTL,RW,5,0,1,1,-2,20,0,0,0,0,1,0,0,11,0.0,69,13:53,1,26,1,3,25.0,2025-05-01
5,Michael Anderson,25,LAK,D,5,0,1,1,-2,2,0,0,0,0,1,0,0,2,0.0,133,26:33,6,20,0,0,,2025-05-01
6,Jaret Anderson-Dolan,25,WPG,C,5,1,1,2,-1,2,1,0,0,0,1,0,0,3,33.3,42,8:20,2,19,2,0,100.0,2025-05-01
7,Mason Appleton,29,WPG,C,5,0,5,5,4,10,0,0,0,0,4,1,0,6,0.0,78,15:33,3,12,1,2,33.3,2025-05-01
8,Joel Armia,31,MTL,RW,5,0,2,2,2,2,0,0,0,0,2,0,0,4,0.0,62,12:24,0,8,0,0,,2025-05-01
9,Viktor Arvidsson,31,EDM,LW,5,1,1,2,1,2,1,0,0,0,1,0,0,11,9.1,61,12:14,0,3,3,3,50.0,2025-05-01
10,Oskar Back,24,DAL,C,4,0,1,1,-1,0,0,0,0,0,1,0,0,1,0.0,46,11:23,0,2,1,0,100.0,2025-05-01
11,Uvis Balinskis,28,FLA,D,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0.0,37,12:21,4,4,0,0,,2025-05-01
12,Ivan Barbashev,29,VEG,C,5,1,1,2,-2,2,1,0,0,1,0,1,0,7,14.3,82,16:26,1,21,3,2,60.0,2025-05-01
13,Aleksander Barkov,29,FLA,C,5,1,4,5,2,0,1,0,0,0,2,2,0,10,10.0,93,18:33,5,9,51,35,59.3,2025-05-01
14,Morgan Barron,26,WPG,C,5,0,2,2,0,0,0,0,0,0,2,0,0,6,0.0,62,12:25,1,12,16,16,50.0,2025-05-01
15,Nathan Bastian,27,NJD,RW,5,0,0,0,1,0,0,0,0,0,0,0,0,6,0.0,58,11:36,3,15,0,0,,2025-05-01
16,Drake Batherson,26,OTT,C,5,1,1,2,-2,10,1,0,0,0,0,1,0,9,11.1,86,17:16,3,18,2,2,50.0,2025-05-01
17,Anthony Beauvillier,27,WSH,LW,5,1,4,5,4,0,1,0,0,0,4,0,0,14,7.1,69,13:48,3,16,0,0,,2025-05-01
18,Jamie Benn,35,DAL,LW,5,1,1,2,0,0,0,1,0,0,0,1,0,11,9.1,78,15:32,7,21,19,30,38.8,2025-05-01
19,Sam Bennett,28,FLA,C,5,3,2,5,1,4,3,0,0,1,2,0,0,17,17.6,79,15:48,6,21,16,23,41.0,2025-05-01
20,Simon Benoit,26,TOR,D,5,1,1,2,0,8,1,0,0,1,1,0,0,5,20.0,91,18:14,11,17,0,0,,2025-05-01
21,Lian Bichsel,20,DAL,D,5,0,0,0,-1,14,0,0,0,0,0,0,0,3,0.0,64,12:50,3,20,0,0,,2025-05-01
22,Colin Blackwell,31,DAL,C,4,1,0,1,-1,2,1,0,0,1,0,0,0,9,11.1,50,12:25,1,14,5,10,33.3,2025-05-01
23,Jackson Blake,21,CAR,RW,5,1,3,4,2,6,1,0,0,0,3,0,0,12,8.3,100,20:05,0,5,3,1,75.0,2025-05-01
24,Zach Bogosian,34,MIN,D,5,0,1,1,0,0,0,0,0,0,0,0,1,1,0.0,65,12:55,4,6,0,0,,2025-05-01
25,Zachary Bolduc,21,STL,C,5,0,1,1,-2,16,0,0,0,0,1,0,0,5,0.0,63,12:34,1,11,0,1,0.0,2025-05-01
26,Matt Boldy,23,MIN,LW,5,5,2,7,2,2,5,0,0,1,1,1,0,15,33.3,125,24:58,4,9,1,4,20.0,2025-05-01
27,Jesper Boqvist,26,FLA,C,5,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,40,8:04,3,10,0,2,0.0,2025-05-01
28,Evan Bouchard,25,EDM,D,5,4,3,7,-1,0,2,2,0,1,3,0,0,21,19.0,130,25:59,6,3,0,0,,2025-05-01
29,Mavrik Bourque,23,DAL,C,2,0,0,0,-2,0,0,0,0,0,0,0,0,5,0.0,24,11:54,3,3,3,7,30.0,2025-05-01
30,Jesper Bratt,26,NJD,W,5,1,2,3,-5,0,1,0,0,0,2,0,0,20,5.0,117,23:23,5,6,0,0,,2025-05-01
31,Justin Brazeau,26,MIN,F,5,0,2,2,1,0,0,0,0,0,2,0,0,2,0.0,42,8:20,2,21,0,0,,2025-05-01
32,Philip Broberg,23,STL,D,5,0,0,0,5,2,0,0,0,0,0,0,0,5,0.0,100,20:04,5,1,0,0,,2025-05-01
33,Jonas Brodin,31,MIN,D,5,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,127,25:28,10,6,0,0,,2025-05-01
34,Connor Brown,31,EDM,RW,5,2,0,2,-1,0,2,0,0,0,0,0,0,8,25.0,71,14:08,1,4,3,3,50.0,2025-05-01
35,Josh Brown,31,EDM,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,5,4:54,3,0,0,0,,2025-05-01
36,Pavel Buchnevich,29,STL,LW,5,3,4,7,1,12,2,1,0,0,2,2,0,7,42.9,95,19:05,3,11,1,1,50.0,2025-05-01
37,Zeev Buium,19,MIN,D,4,0,1,1,-1,4,0,0,0,0,0,1,0,2,0.0,54,13:36,1,3,0,0,,2025-05-01
38,Brent Burns,39,CAR,D,5,1,1,2,-1,2,1,0,0,0,1,0,0,8,12.5,118,23:31,6,4,0,0,,2025-05-01
39,Quinton Byfield,22,LAK,C,5,2,1,3,-5,2,2,0,0,0,1,0,0,15,13.3,114,22:49,1,11,27,42,39.1,2025-05-01
40,Brandon Carlo,28,TOR,D,5,0,0,0,0,4,0,0,0,0,0,0,0,5,0.0,96,19:06,11,1,0,0,,2025-05-01
41,John Carlson,35,WSH,D,5,0,1,1,6,2,0,0,0,0,0,1,0,6,0.0,121,24:07,7,0,0,0,,2025-05-01
42,Alexandre Carrier,28,MTL,D,5,1,1,2,0,0,1,0,0,0,1,0,0,8,12.5,104,20:44,15,7,0,0,,2025-05-01
43,William Carrier,30,CAR,LW,5,0,0,0,1,2,0,0,0,0,0,0,0,8,0.0,62,12:19,3,17,0,0,,2025-05-01
44,Seamus Casey,21,NJD,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,9:13,2,1,0,0,,2025-05-01
45,Cole Caufield,24,MTL,RW,5,3,1,4,-6,0,1,2,0,0,1,0,0,24,12.5,98,19:35,0,5,1,1,50.0,2025-05-01
46,Cody Ceci,31,DAL,D,5,0,2,2,-3,0,0,0,0,0,2,0,0,4,0.0,114,22:48,7,11,0,0,,2025-05-01
47,Erik Černák,27,TBL,D,5,1,0,1,1,4,1,0,0,0,0,0,0,14,7.1,90,17:56,7,15,0,0,,2025-05-01
48,Thomas Chabot,28,OTT,D,5,1,1,2,0,2,1,0,0,1,0,1,0,7,14.3,123,24:42,7,4,0,0,,2025-05-01
49,Mitchell Chaffee,27,TBL,F,4,1,0,1,0,0,1,0,0,0,0,0,0,1,100.0,45,11:20,1,8,0,0,,2025-05-01
50,Jalen Chatfield,28,CAR,D,5,1,0,1,3,4,1,0,0,0,0,0,0,3,33.3,112,22:27,6,6,0,0,,2025-05-01
51,Dennis Cholowski,26,NJD,D,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,18,8:59,2,0,0,0,,2025-05-01
52,Jakob Chychrun,26,WSH,D,5,2,1,3,7,4,2,0,0,1,1,0,0,9,22.2,117,23:27,15,5,0,0,,2025-05-01
53,Anthony Cirelli,27,TBL,C,5,1,0,1,-4,18,1,0,0,0,0,0,0,5,20.0,81,16:15,8,14,33,35,48.5,2025-05-01
54,Brandt Clarke,21,LAK,D,5,1,0,1,1,0,0,1,0,0,0,0,0,4,25.0,62,12:24,5,4,0,0,,2025-05-01
55,Ross Colton,28,COL,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,7,7:04,0,3,1,0,100.0,2025-05-01
56,Kyle Connor,28,WPG,LW,5,4,4,8,2,0,4,0,0,2,3,1,0,12,33.3,101,20:10,4,2,0,0,,2025-05-01
57,Paul Cotter,25,NJD,C,5,0,1,1,-1,2,0,0,0,0,1,0,0,5,0.0,72,14:25,3,22,0,1,0.0,2025-05-01
58,Nick Cousins,31,OTT,C,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,39,9:45,1,9,0,1,0.0,2025-05-01
