rank,Player,Age,team,position,GP,goals,assists,points,plus_minus,penality_mins,even_strength_goals,power_play_goals,short_handed_goals,game_winning_goals,even_strength_assists,power_play_assists,short_handed_assists,shots_on_goal,shooting_percentage,total_ice_time,avg_total_ice_time,blocks,hits,faceoff_wins,faceoff_losses,faceoff_pct,date_retrieved
1,Sebastian Aho,27,CAR,F,3,1,2,3,-1,2,0,1,0,0,1,1,0,7,14.3,64,21:24,2,9,26,22,54.2,2025-04-26
2,Alexander Alexeyev,25,WSH,D,3,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,39,12:54,4,3,0,0,,2025-04-26
3,Michael Amadio,28,OTT,C,3,0,1,1,-1,2,0,0,0,0,1,0,0,3,0.0,47,15:34,0,11,1,0,100.0,2025-04-26
4,Josh Anderson,30,MTL,RW,3,0,1,1,-1,18,0,0,0,0,1,0,0,5,0.0,39,13:02,0,16,1,0,100.0,2025-04-26
5,Michael Anderson,25,LAK,D,3,0,1,1,-3,2,0,0,0,0,1,0,0,2,0.0,77,25:37,4,5,0,0,,2025-04-26
6,Jaret Anderson-Dolan,25,WPG,C,3,1,1,2,1,2,1,0,0,0,1,0,0,2,50.0,21,7:08,2,9,0,0,,2025-04-26
7,Mason Appleton,29,WPG,C,3,0,2,2,1,0,0,0,0,0,1,1,0,5,0.0,45,14:59,2,8,1,1,50.0,2025-04-26
8,Joel Armia,31,MTL,RW,3,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,37,12:23,0,3,0,0,,2025-04-26
9,Viktor Arvidsson,31,EDM,LW,3,1,0,1,0,0,1,0,0,0,0,0,0,8,12.5,41,13:32,0,3,2,2,50.0,2025-04-26
10,Oskar Back,24,DAL,C,3,0,1,1,-1,0,0,0,0,0,1,0,0,1,0.0,34,11:29,0,2,1,0,100.0,2025-04-26
11,Uvis Balinskis,28,FLA,D,2,0,0,0,2,0,0,0,0,0,0,0,0,0,,26,12:57,3,4,0,0,,2025-04-26
12,Ivan Barbashev,29,VEG,C,3,0,0,0,-3,2,0,0,0,0,0,0,0,4,0.0,46,15:14,1,18,2,0,100.0,2025-04-26
13,Aleksander Barkov,29,FLA,C,2,0,3,3,1,0,0,0,0,0,1,2,0,0,,34,17:11,3,4,22,11,66.7,2025-04-26
14,Morgan Barron,26,WPG,C,3,0,2,2,1,0,0,0,0,0,2,0,0,0,,30,9:54,1,5,8,11,42.1,2025-04-26
15,Nathan Bastian,27,NJD,RW,3,0,0,0,1,0,0,0,0,0,0,0,0,5,0.0,35,11:41,2,12,0,0,,2025-04-26
16,Drake Batherson,26,OTT,C,3,1,1,2,-2,6,1,0,0,0,0,1,0,7,14.3,53,17:47,1,14,1,2,33.3,2025-04-26
17,Anthony Beauvillier,27,WSH,LW,3,1,3,4,3,0,1,0,0,0,3,0,0,9,11.1,43,14:13,2,11,0,0,,2025-04-26
18,Jamie Benn,35,DAL,LW,3,1,1,2,0,0,0,1,0,0,0,1,0,6,16.7,46,15:14,3,9,7,19,26.9,2025-04-26
19,Sam Bennett,28,FLA,C,2,2,1,3,3,0,2,0,0,0,1,0,0,5,40.0,29,14:26,2,9,7,8,46.7,2025-04-26
20,Simon Benoit,26,TOR,D,3,1,1,2,0,4,1,0,0,1,1,0,0,3,33.3,57,18:59,7,10,0,0,,2025-04-26
21,Lian Bichsel,20,DAL,D,3,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,38,12:38,3,12,0,0,,2025-04-26
22,Colin Blackwell,31,DAL,C,2,1,0,1,0,2,1,0,0,1,0,0,0,6,16.7,24,12:12,0,6,1,4,20.0,2025-04-26
23,Jackson Blake,21,CAR,RW,3,0,1,1,-1,4,0,0,0,0,1,0,0,7,0.0,57,19:04,0,4,0,0,,2025-04-26
24,Zach Bogosian,34,MIN,D,3,0,1,1,-1,0,0,0,0,0,0,0,1,0,,34,11:24,2,4,0,0,,2025-04-26
25,Zachary Bolduc,21,STL,C,3,0,1,1,-1,6,0,0,0,0,1,0,0,5,0.0,40,13:20,1,7,0,0,,2025-04-26
26,Matt Boldy,23,MIN,LW,3,4,2,6,3,2,4,0,0,1,1,1,0,9,44.4,66,22:08,2,7,1,2,33.3,2025-04-26
27,Jesper Boqvist,26,FLA,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,16,8:14,3,2,0,1,0.0,2025-04-26
28,Evan Bouchard,25,EDM,D,3,2,3,5,-1,0,0,2,0,1,3,0,0,10,20.0,71,23:35,3,1,0,0,,2025-04-26
29,Mavrik Bourque,23,DAL,C,1,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,11,10:37,2,1,3,4,42.9,2025-04-26
30,Jesper Bratt,26,NJD,W,3,1,2,3,-2,0,1,0,0,0,2,0,0,9,11.1,70,23:11,1,3,0,0,,2025-04-26
31,Justin Brazeau,26,MIN,F,3,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,25,8:25,2,14,0,0,,2025-04-26
32,Philip Broberg,23,STL,D,3,0,0,0,2,2,0,0,0,0,0,0,0,2,0.0,61,20:15,2,0,0,0,,2025-04-26
33,Jonas Brodin,31,MIN,D,3,0,1,1,2,0,0,0,0,0,1,0,0,2,0.0,74,24:30,6,4,0,0,,2025-04-26
34,Connor Brown,31,EDM,RW,3,2,0,2,0,0,2,0,0,0,0,0,0,6,33.3,40,13:22,1,3,3,1,75.0,2025-04-26
35,Josh Brown,31,EDM,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,5,4:54,3,0,0,0,,2025-04-26
36,Pavel Buchnevich,29,STL,LW,3,3,3,6,0,10,2,1,0,0,1,2,0,6,50.0,61,20:29,1,6,0,1,0.0,2025-04-26
37,Zeev Buium,19,MIN,D,3,0,1,1,-3,0,0,0,0,0,0,1,0,1,0.0,41,13:36,1,2,0,0,,2025-04-26
38,Brent Burns,39,CAR,D,3,0,0,0,-2,2,0,0,0,0,0,0,0,3,0.0,71,23:37,3,2,0,0,,2025-04-26
39,Quinton Byfield,22,LAK,C,3,2,1,3,-3,2,2,0,0,0,1,0,0,7,28.6,65,21:42,1,8,15,18,45.5,2025-04-26
40,Brandon Carlo,28,TOR,D,3,0,0,0,1,4,0,0,0,0,0,0,0,3,0.0,56,18:35,8,1,0,0,,2025-04-26
41,John Carlson,35,WSH,D,3,0,0,0,2,0,0,0,0,0,0,0,0,5,0.0,72,23:53,5,0,0,0,,2025-04-26
42,Alexandre Carrier,28,MTL,D,3,1,1,2,0,0,1,0,0,0,1,0,0,5,20.0,67,22:17,11,6,0,0,,2025-04-26
43,William Carrier,30,CAR,LW,3,0,0,0,1,2,0,0,0,0,0,0,0,4,0.0,38,12:32,1,14,0,0,,2025-04-26
44,Cole Caufield,24,MTL,RW,3,2,1,3,0,0,1,1,0,0,1,0,0,19,10.5,60,20:09,0,2,1,0,100.0,2025-04-26
45,Cody Ceci,31,DAL,D,3,0,1,1,-3,0,0,0,0,0,1,0,0,3,0.0,70,23:18,5,8,0,0,,2025-04-26
46,Erik Černák,27,TBL,D,2,0,0,0,-1,2,0,0,0,0,0,0,0,6,0.0,37,18:26,0,3,0,0,,2025-04-26
47,Thomas Chabot,28,OTT,D,3,0,1,1,-4,0,0,0,0,0,0,1,0,5,0.0,75,24:54,6,4,0,0,,2025-04-26
48,Mitchell Chaffee,27,TBL,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,6:49,0,0,0,0,,2025-04-26
49,Jalen Chatfield,28,CAR,D,3,1,0,1,4,4,1,0,0,0,0,0,0,2,50.0,61,20:15,4,2,0,0,,2025-04-26
50,Dennis Cholowski,26,NJD,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,9:12,0,0,0,0,,2025-04-26
51,Jakob Chychrun,26,WSH,D,3,1,0,1,2,2,1,0,0,0,0,0,0,7,14.3,65,21:43,11,5,0,0,,2025-04-26
52,Anthony Cirelli,27,TBL,C,2,0,0,0,-2,4,0,0,0,0,0,0,0,1,0.0,22,10:45,1,5,12,9,57.1,2025-04-26
53,Brandt Clarke,21,LAK,D,3,1,0,1,2,0,0,1,0,0,0,0,0,4,25.0,35,11:46,4,1,0,0,,2025-04-26
54,Ross Colton,28,COL,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,7,7:04,0,3,1,0,100.0,2025-04-26
55,Kyle Connor,28,WPG,LW,3,2,2,4,0,0,2,0,0,2,1,1,0,9,22.2,63,21:07,3,1,0,0,,2025-04-26
56,Paul Cotter,25,NJD,C,3,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,43,14:11,2,11,0,1,0.0,2025-04-26
57,Nick Cousins,31,OTT,C,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,9:34,0,6,0,0,,2025-04-26
58,Charlie Coyle,32,COL,C,3,1,0,1,-2,0,1,0,0,0,0,0,0,2,50.0,43,14:21,0,10,24,14,63.2,2025-04-26
