rank,Player,Age,team,position,GP,goals,assists,points,plus_minus,penality_mins,even_strength_goals,power_play_goals,short_handed_goals,game_winning_goals,even_strength_assists,power_play_assists,short_handed_assists,shots_on_goal,shooting_percentage,total_ice_time,avg_total_ice_time,blocks,hits,faceoff_wins,faceoff_losses,faceoff_pct,date_retrieved
1,Sebastian Aho,27,CAR,F,5,3,5,8,1,2,0,3,0,1,3,2,0,14,21.4,112,22:19,3,17,50,36,58.1,2025-04-30
2,Alexander Alexeyev,25,WSH,D,4,0,0,0,1,2,0,0,0,0,0,0,0,3,0.0,48,11:55,5,4,0,0,,2025-04-30
3,Michael Amadio,28,OTT,C,5,0,1,1,-2,2,0,0,0,0,1,0,0,3,0.0,84,16:44,0,16,2,0,100.0,2025-04-30
4,Josh Anderson,30,MTL,RW,4,0,1,1,-2,20,0,0,0,0,1,0,0,7,0.0,53,13:17,1,22,1,1,50.0,2025-04-30
5,Michael Anderson,25,LAK,D,5,0,1,1,-2,2,0,0,0,0,1,0,0,2,0.0,133,26:33,6,20,0,0,,2025-04-30
6,Jaret Anderson-Dolan,25,WPG,C,4,1,1,2,0,2,1,0,0,0,1,0,0,3,33.3,32,8:00,2,13,1,0,100.0,2025-04-30
7,Mason Appleton,29,WPG,C,4,0,2,2,1,10,0,0,0,0,1,1,0,5,0.0,61,15:19,2,10,1,1,50.0,2025-04-30
8,Joel Armia,31,MTL,RW,4,0,1,1,1,2,0,0,0,0,1,0,0,4,0.0,52,13:02,0,6,0,0,,2025-04-30
9,Viktor Arvidsson,31,EDM,LW,5,1,1,2,1,2,1,0,0,0,1,0,0,11,9.1,61,12:14,0,3,3,3,50.0,2025-04-30
10,Oskar Back,24,DAL,C,4,0,1,1,-1,0,0,0,0,0,1,0,0,1,0.0,46,11:23,0,2,1,0,100.0,2025-04-30
11,Uvis Balinskis,28,FLA,D,2,0,0,0,2,0,0,0,0,0,0,0,0,0,,26,12:57,3,4,0,0,,2025-04-30
12,Ivan Barbashev,29,VEG,C,5,1,1,2,-2,2,1,0,0,1,0,1,0,7,14.3,82,16:26,1,21,3,2,60.0,2025-04-30
13,Aleksander Barkov,29,FLA,C,4,0,4,4,0,0,0,0,0,0,2,2,0,8,0.0,74,18:25,4,7,41,24,63.1,2025-04-30
14,Morgan Barron,26,WPG,C,4,0,2,2,1,0,0,0,0,0,2,0,0,4,0.0,47,11:46,1,9,10,11,47.6,2025-04-30
15,Nathan Bastian,27,NJD,RW,5,0,0,0,1,0,0,0,0,0,0,0,0,6,0.0,58,11:36,3,15,0,0,,2025-04-30
16,Drake Batherson,26,OTT,C,5,1,1,2,-2,10,1,0,0,0,0,1,0,9,11.1,86,17:16,3,18,2,2,50.0,2025-04-30
17,Anthony Beauvillier,27,WSH,LW,4,1,4,5,4,0,1,0,0,0,4,0,0,11,9.1,54,13:37,3,12,0,0,,2025-04-30
18,Jamie Benn,35,DAL,LW,5,1,1,2,0,0,0,1,0,0,0,1,0,11,9.1,78,15:32,7,21,19,30,38.8,2025-04-30
19,Sam Bennett,28,FLA,C,4,2,2,4,0,0,2,0,0,0,2,0,0,11,18.2,62,15:30,4,16,15,23,39.5,2025-04-30
20,Simon Benoit,26,TOR,D,5,1,1,2,0,8,1,0,0,1,1,0,0,5,20.0,91,18:14,11,17,0,0,,2025-04-30
21,Lian Bichsel,20,DAL,D,5,0,0,0,-1,14,0,0,0,0,0,0,0,3,0.0,64,12:50,3,20,0,0,,2025-04-30
22,Colin Blackwell,31,DAL,C,4,1,0,1,-1,2,1,0,0,1,0,0,0,9,11.1,50,12:25,1,14,5,10,33.3,2025-04-30
23,Jackson Blake,21,CAR,RW,5,1,3,4,2,6,1,0,0,0,3,0,0,12,8.3,100,20:05,0,5,3,1,75.0,2025-04-30
24,Zach Bogosian,34,MIN,D,5,0,1,1,0,0,0,0,0,0,0,0,1,1,0.0,65,12:55,4,6,0,0,,2025-04-30
25,Zachary Bolduc,21,STL,C,4,0,1,1,0,16,0,0,0,0,1,0,0,5,0.0,51,12:48,1,8,0,1,0.0,2025-04-30
26,Matt Boldy,23,MIN,LW,5,5,2,7,2,2,5,0,0,1,1,1,0,15,33.3,125,24:58,4,9,1,4,20.0,2025-04-30
27,Jesper Boqvist,26,FLA,C,4,0,0,0,-2,0,0,0,0,0,0,0,0,0,,33,8:10,3,8,0,2,0.0,2025-04-30
28,Evan Bouchard,25,EDM,D,5,4,3,7,-1,0,2,2,0,1,3,0,0,21,19.0,130,25:59,6,3,0,0,,2025-04-30
29,Mavrik Bourque,23,DAL,C,2,0,0,0,-2,0,0,0,0,0,0,0,0,5,0.0,24,11:54,3,3,3,7,30.0,2025-04-30
30,Jesper Bratt,26,NJD,W,5,1,2,3,-5,0,1,0,0,0,2,0,0,20,5.0,117,23:23,5,6,0,0,,2025-04-30
31,Justin Brazeau,26,MIN,F,5,0,2,2,1,0,0,0,0,0,2,0,0,2,0.0,42,8:20,2,21,0,0,,2025-04-30
32,Philip Broberg,23,STL,D,4,0,0,0,4,2,0,0,0,0,0,0,0,5,0.0,81,20:18,4,1,0,0,,2025-04-30
33,Jonas Brodin,31,MIN,D,5,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,127,25:28,10,6,0,0,,2025-04-30
34,Connor Brown,31,EDM,RW,5,2,0,2,-1,0,2,0,0,0,0,0,0,8,25.0,71,14:08,1,4,3,3,50.0,2025-04-30
35,Josh Brown,31,EDM,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,5,4:54,3,0,0,0,,2025-04-30
36,Pavel Buchnevich,29,STL,LW,4,3,4,7,1,12,2,1,0,0,2,2,0,6,50.0,78,19:27,2,8,1,1,50.0,2025-04-30
37,Zeev Buium,19,MIN,D,4,0,1,1,-1,4,0,0,0,0,0,1,0,2,0.0,54,13:36,1,3,0,0,,2025-04-30
38,Brent Burns,39,CAR,D,5,1,1,2,-1,2,1,0,0,0,1,0,0,8,12.5,118,23:31,6,4,0,0,,2025-04-30
39,Quinton Byfield,22,LAK,C,5,2,1,3,-5,2,2,0,0,0,1,0,0,15,13.3,114,22:49,1,11,27,42,39.1,2025-04-30
40,Brandon Carlo,28,TOR,D,5,0,0,0,0,4,0,0,0,0,0,0,0,5,0.0,96,19:06,11,1,0,0,,2025-04-30
41,John Carlson,35,WSH,D,4,0,0,0,4,2,0,0,0,0,0,0,0,6,0.0,97,24:13,6,0,0,0,,2025-04-30
42,Alexandre Carrier,28,MTL,D,4,1,1,2,0,0,1,0,0,0,1,0,0,6,16.7,81,20:08,11,7,0,0,,2025-04-30
43,William Carrier,30,CAR,LW,5,0,0,0,1,2,0,0,0,0,0,0,0,8,0.0,62,12:19,3,17,0,0,,2025-04-30
44,Seamus Casey,21,NJD,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,9:13,2,1,0,0,,2025-04-30
45,Cole Caufield,24,MTL,RW,4,3,1,4,-4,0,1,2,0,0,1,0,0,21,14.3,79,19:39,0,2,1,1,50.0,2025-04-30
46,Cody Ceci,31,DAL,D,5,0,2,2,-3,0,0,0,0,0,2,0,0,4,0.0,114,22:48,7,11,0,0,,2025-04-30
47,Erik Černák,27,TBL,D,4,1,0,1,2,2,1,0,0,0,0,0,0,11,9.1,73,18:08,4,13,0,0,,2025-04-30
48,Thomas Chabot,28,OTT,D,5,1,1,2,0,2,1,0,0,1,0,1,0,7,14.3,123,24:42,7,4,0,0,,2025-04-30
49,Mitchell Chaffee,27,TBL,F,3,1,0,1,0,0,1,0,0,0,0,0,0,1,100.0,34,11:13,1,6,0,0,,2025-04-30
50,Jalen Chatfield,28,CAR,D,5,1,0,1,3,4,1,0,0,0,0,0,0,3,33.3,112,22:27,6,6,0,0,,2025-04-30
51,Dennis Cholowski,26,NJD,D,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,18,8:59,2,0,0,0,,2025-04-30
52,Jakob Chychrun,26,WSH,D,4,1,1,2,5,4,1,0,0,0,1,0,0,8,12.5,91,22:51,13,5,0,0,,2025-04-30
53,Anthony Cirelli,27,TBL,C,4,1,0,1,-3,18,1,0,0,0,0,0,0,3,33.3,62,15:24,8,13,26,28,48.1,2025-04-30
54,Brandt Clarke,21,LAK,D,5,1,0,1,1,0,0,1,0,0,0,0,0,4,25.0,62,12:24,5,4,0,0,,2025-04-30
55,Ross Colton,28,COL,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,7,7:04,0,3,1,0,100.0,2025-04-30
56,Kyle Connor,28,WPG,LW,4,3,2,5,-1,0,3,0,0,2,1,1,0,11,27.3,80,20:02,4,1,0,0,,2025-04-30
57,Paul Cotter,25,NJD,C,5,0,1,1,-1,2,0,0,0,0,1,0,0,5,0.0,72,14:25,3,22,0,1,0.0,2025-04-30
58,Nick Cousins,31,OTT,C,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,39,9:45,1,9,0,1,0.0,2025-04-30
59,Charlie Coyle,32,COL,C,5,1,0,1,-4,2,1,0,0,0,0,0,0,4,25.0,71,14:14,2,21,37,26,58.7,2025-04-30
60,Dylan Cozens,23,OTT,C,5,1,1,2,0,12,0,0,1,0,1,0,0,12,8.3,82,16:27,1,23,24,25,49.0,2025-04-30
61,Evgenii Dadonov,35,DAL,RW,5,1,1,2,2,2,1,0,0,0,1,0,0,8,12.5,66,13:08,3,10,0,0,,2025-04-30
62,Phillip Danault,31,LAK,C,5,2,5,7,1,0,2,0,0,1,3,2,0,7,28.6,106,21:15,11,12,57,47,54.8,2025-04-30
63,Dylan DeMelo,31,WPG,D,3,0,1,1,0,2,0,0,0,0,1,0,0,4,0.0,63,20:52,5,5,0,0,,2025-04-30
64,Ivan Demidov,19,MTL,RW,4,0,2,2,-4,0,0,0,0,0,0,2,0,2,0.0,54,13:31,1,7,0,0,,2025-04-30
65,Brenden Dillon,34,NJD,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,8:53,0,4,0,0,,2025-04-30
66,Max Domi,29,TOR,LW,5,1,0,1,-1,4,1,0,0,1,0,0,0,7,14.3,72,14:25,0,10,24,13,64.9,2025-04-30
67,Pavel Dorofeyev,24,VEG,LW,5,1,1,2,-5,0,0,1,0,0,0,1,0,18,5.6,88,17:40,2,3,0,0,,2025-04-30
