rank,Player,Age,team,position,GP,goals,assists,points,plus_minus,penality_mins,even_strength_goals,power_play_goals,short_handed_goals,game_winning_goals,even_strength_assists,power_play_assists,short_handed_assists,shots_on_goal,shooting_percentage,total_ice_time,avg_total_ice_time,blocks,hits,faceoff_wins,faceoff_losses,faceoff_pct,date_retrieved
1,Sebastian Aho,27,CAR,F,5,3,5,8,1,2,0,3,0,1,3,2,0,14,21.4,112,22:19,3,17,50,36,58.1,2025-05-05
2,Alexander Alexeyev,25,WSH,D,5,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,55,11:02,5,4,0,0,,2025-05-05
3,Michael Amadio,28,OTT,C,6,0,1,1,-2,2,0,0,0,0,1,0,0,5,0.0,99,16:32,0,22,2,0,100.0,2025-05-05
4,Josh Anderson,30,MTL,RW,5,0,1,1,-2,20,0,0,0,0,1,0,0,11,0.0,69,13:53,1,26,1,3,25.0,2025-05-05
5,Michael Anderson,25,LAK,D,6,0,1,1,-4,2,0,0,0,0,1,0,0,4,0.0,153,25:25,7,22,0,0,,2025-05-05
6,Jaret Anderson-Dolan,25,WPG,C,5,1,1,2,-1,2,1,0,0,0,1,0,0,3,33.3,42,8:20,2,19,2,0,100.0,2025-05-05
7,Mason Appleton,29,WPG,C,7,0,6,6,4,12,0,0,0,0,4,2,0,8,0.0,109,15:37,3,14,1,2,33.3,2025-05-05
8,Joel Armia,31,MTL,RW,5,0,2,2,2,2,0,0,0,0,2,0,0,4,0.0,62,12:24,0,8,0,0,,2025-05-05
9,Viktor Arvidsson,31,EDM,LW,6,1,1,2,1,4,1,0,0,0,1,0,0,12,8.3,69,11:28,0,3,3,3,50.0,2025-05-05
10,Oskar Back,24,DAL,C,6,0,2,2,-1,0,0,0,0,0,2,0,0,1,0.0,72,11:55,4,3,2,0,100.0,2025-05-05
11,Uvis Balinskis,28,FLA,D,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0.0,37,12:21,4,4,0,0,,2025-05-05
12,Ivan Barbashev,29,VEG,C,6,1,1,2,-4,2,1,0,0,1,0,1,0,7,14.3,97,16:12,1,21,4,3,57.1,2025-05-05
13,Aleksander Barkov,29,FLA,C,5,1,4,5,2,0,1,0,0,0,2,2,0,10,10.0,93,18:33,5,9,51,35,59.3,2025-05-05
14,Morgan Barron,26,WPG,C,7,0,2,2,-3,0,0,0,0,0,2,0,0,9,0.0,102,14:37,1,19,33,31,51.6,2025-05-05
15,Nathan Bastian,27,NJD,RW,5,0,0,0,1,0,0,0,0,0,0,0,0,6,0.0,58,11:36,3,15,0,0,,2025-05-05
