rank,Player,Age,team,position,GP,goals,assists,points,plus_minus,penality_mins,even_strength_goals,power_play_goals,short_handed_goals,game_winning_goals,even_strength_assists,power_play_assists,short_handed_assists,shots_on_goal,shooting_percentage,total_ice_time,avg_total_ice_time,blocks,hits,faceoff_wins,faceoff_losses,faceoff_pct,date_retrieved
1,Sebastian Aho,27,CAR,F,8,3,6,9,1,4,0,3,0,1,3,3,0,19,15.8,172,21:28,7,26,76,62,55.1,2025-05-12
2,Alexander Alexeyev,25,WSH,D,8,0,0,0,-1,4,0,0,0,0,0,0,0,5,0.0,88,10:57,12,8,0,0,,2025-05-12
3,Michael Amadio,28,OTT,C,6,0,1,1,-2,2,0,0,0,0,1,0,0,5,0.0,99,16:32,0,22,2,0,100.0,2025-05-12
4,Josh Anderson,30,MTL,RW,5,0,1,1,-2,20,0,0,0,0,1,0,0,11,0.0,69,13:53,1,26,1,3,25.0,2025-05-12
5,Michael Anderson,25,LAK,D,6,0,1,1,-4,2,0,0,0,0,1,0,0,4,0.0,153,25:25,7,22,0,0,,2025-05-12
6,Jaret Anderson-Dolan,25,WPG,C,5,1,1,2,-1,2,1,0,0,0,1,0,0,3,33.3,42,8:20,2,19,2,0,100.0,2025-05-12
7,Mason Appleton,29,WPG,C,10,0,7,7,5,12,0,0,0,0,5,2,0,11,0.0,151,15:04,6,23,1,2,33.3,2025-05-12
8,Joel Armia,31,MTL,RW,5,0,2,2,2,2,0,0,0,0,2,0,0,4,0.0,62,12:24,0,8,0,0,,2025-05-12
9,Viktor Arvidsson,31,EDM,LW,9,1,3,4,2,4,1,0,0,0,3,0,0,19,5.3,100,11:06,2,4,3,3,50.0,2025-05-12
10,Oskar Back,24,DAL,C,8,0,2,2,-2,0,0,0,0,0,2,0,0,1,0.0,91,11:23,5,5,2,1,66.7,2025-05-12
11,Uvis Balinskis,28,FLA,D,4,1,0,1,4,2,1,0,0,0,0,0,0,2,50.0,48,12:05,6,6,0,0,,2025-05-12
12,Ivan Barbashev,29,VEG,C,9,1,1,2,-8,4,1,0,0,1,0,1,0,12,8.3,154,17:04,5,36,6,3,66.7,2025-05-12
13,Aleksander Barkov,29,FLA,C,9,3,5,8,1,2,2,1,0,0,2,3,0,24,12.5,180,20:00,8,24,92,64,59.0,2025-05-12
14,Morgan Barron,26,WPG,C,10,0,2,2,-6,2,0,0,0,0,2,0,0,9,0.0,129,12:57,1,27,40,46,46.5,2025-05-12
15,Nathan Bastian,27,NJD,RW,5,0,0,0,1,0,0,0,0,0,0,0,0,6,0.0,58,11:36,3,15,0,0,,2025-05-12
16,Drake Batherson,26,OTT,C,6,1,1,2,-4,10,1,0,0,0,0,1,0,9,11.1,105,17:29,3,27,2,2,50.0,2025-05-12
17,Anthony Beauvillier,27,WSH,LW,8,1,4,5,1,0,1,0,0,0,4,0,0,18,5.6,105,13:08,4,23,0,0,,2025-05-12
18,Jamie Benn,35,DAL,LW,10,1,2,3,-6,10,0,1,0,0,1,1,0,18,5.6,141,14:08,8,38,30,39,43.5,2025-05-12
19,Sam Bennett,28,FLA,C,9,5,3,8,0,8,5,0,0,1,3,0,0,29,17.2,150,16:43,6,45,25,53,32.1,2025-05-12
20,Simon Benoit,26,TOR,D,10,1,1,2,-4,8,1,0,0,1,1,0,0,9,11.1,179,17:53,28,33,0,0,,2025-05-12
21,Lian Bichsel,20,DAL,D,10,0,0,0,2,18,0,0,0,0,0,0,0,6,0.0,119,11:55,4,45,0,0,,2025-05-12
22,Colin Blackwell,31,DAL,C,7,1,0,1,-3,2,1,0,0,1,0,0,0,9,11.1,78,11:10,3,19,13,15,46.4,2025-05-12
23,Jackson Blake,21,CAR,RW,8,2,3,5,1,10,1,1,0,0,3,0,0,16,12.5,157,19:35,0,10,3,3,50.0,2025-05-12
24,Zach Bogosian,34,MIN,D,6,0,1,1,1,0,0,0,0,0,0,0,1,2,0.0,78,13:00,4,6,0,0,,2025-05-12
25,Zachary Bolduc,21,STL,C,7,0,1,1,-1,16,0,0,0,0,1,0,0,7,0.0,93,13:17,2,19,0,1,0.0,2025-05-12
26,Matt Boldy,23,MIN,LW,6,5,2,7,0,2,5,0,0,1,1,1,0,20,25.0,150,25:01,5,12,1,4,20.0,2025-05-12
